file_name,x,y,c,n,price_price,price_weight,price_space,price_selected,price_time,price_price_ls,price_weight_ls,price_space_ls,price_selected_ls,price_time_ls,weight_price,weight_weight,weight_space,weight_selected,weight_time,weight_price_ls,weight_weight_ls,weight_space_ls,weight_selected_ls,weight_time_ls,side_linear_price,side_linear_weight,side_linear_space,side_linear_selected,side_linear_time,side_linear_price_ls,side_linear_weight_ls,side_linear_space_ls,side_linear_selected_ls,side_linear_time_ls,side_quad_price,side_quad_weight,side_quad_space,side_quad_selected,side_quad_time,side_quad_price_ls,side_quad_weight_ls,side_quad_space_ls,side_quad_selected_ls,side_quad_time_ls,combined_linear_price,combined_linear_weight,combined_linear_space,combined_linear_selected,combined_linear_time,combined_linear_price_ls,combined_linear_weight_ls,combined_linear_space_ls,combined_linear_selected_ls,combined_linear_time_ls,combined_quad_price,combined_quad_weight,combined_quad_space,combined_quad_selected,combined_quad_time,combined_quad_price_ls,combined_quad_weight_ls,combined_quad_space_ls,combined_quad_selected_ls,combined_quad_time_ls
weight_lg_9.dat,10000,100,100,1000,7552,10000,9473,300,2267.125,7552,10000,9473,424,2279.131,6974,8725,9682,19,3874.937,7478,9999,9682,484,3902.896,6812,10000,5266,415,1008.281,6812,10000,5266,415,1008.297,6061,10000,3459,408,1125.695,6061,10000,3459,408,1125.712,7457,10000,9274,21,4664.488,7457,10000,9274,523,4700.978,7481,9993,8700,21,1964.62,7483,10000,8700,518,1978.066
weight_sm_29.dat,10000,100,100,1000,3403,5468,9541,34,622.026,3404,5455,9541,219,636.704,2930,3579,9732,9,477.326,4752,9997,9732,211,490.607,4473,7823,8650,24,2967.104,4473,7823,8650,315,2989.478,4390,8055,7985,21,3683.084,4390,8055,7985,324,3708.145,3198,4259,9083,13,1285.352,4859,9999,9083,234,1302.76,3795,5509,8789,17,2756.117,5110,9999,8789,276,2776.674
weight_sm_15.dat,10000,100,100,1000,3333,4880,9751,55,433.512,3333,4880,9751,195,446.479,2857,3085,9712,10,529.746,4773,9994,9712,194,544.778,4524,7481,8886,21,2641.075,4524,7481,8886,307,2665.415,4507,7524,8589,20,3129.065,4507,7524,8589,309,3151.058,3214,3952,9387,11,1032.561,4891,9996,9387,224,1048.64,3648,5032,8909,11,1864.755,5022,9995,8909,258,1883.629
side_sm_43.dat,10000,100,100,1000,2160,1660,9761,25,191.244,2160,1660,9761,132,198.93,1715,1020,9699,12,191.556,2418,2366,9699,120,196.933,2992,2711,8589,17,1115.388,2992,2711,8589,212,1127.779,2972,2819,8309,13,1567.828,2972,2819,8309,218,1582.495,2279,1864,9116,11,449.517,2795,2659,9116,172,459.571,2539,2056,8594,14,994.906,3112,3061,8594,192,1007.135
weight_sm_39.dat,10000,100,100,1000,3583,5430,9834,55,462.514,3583,5430,9834,216,474.28,2567,2852,9543,5,542.61,4987,10000,9543,182,555.567,4525,7533,8525,16,2905.33,4525,7533,8525,310,2927.328,4535,7903,8471,15,4123.055,4535,7903,8471,324,4148.123,3339,4664,9222,10,1172.809,4870,10000,9222,245,1194.869,3673,5455,8903,12,2266.274,4992,9998,8903,270,2291.211
side_sm_47.dat,10000,100,100,1000,2009,1404,9587,27,181.931,2009,1404,9587,117,186.074,1857,1089,9459,9,225.869,2301,1965,9459,125,232.583,3092,2338,8144,19,1387.732,3092,2338,8144,195,1399.255,3097,2441,8027,17,1809.919,3097,2441,8027,205,1825.265,2397,1446,9364,13,399.711,2885,2383,9364,156,405.892,2647,1764,8281,14,1238.154,3093,2610,8281,178,1254.856
weight_sm_11.dat,10000,100,100,1000,3056,4234,9718,42,445.679,3056,4234,9718,170,454.997,2817,3213,9696,15,477.959,4721,9998,9696,181,487.778,4320,7126,8528,23,2523.741,4320,7126,8528,279,2542.539,4413,7532,8767,22,3044.705,4413,7532,8767,295,3065.107,3291,4211,9530,16,986.033,5106,10000,9530,219,998.444,3504,4930,8962,17,1863.494,5065,10000,8962,241,1879.856
weight_lg_13.dat,10000,100,100,1000,7667,9999,9582,287,1782.903,7667,9999,9582,401,1789.899,6970,9159,9572,23,2771.755,7317,9998,9572,486,2803.942,6716,10000,4670,398,933.773,6716,10000,4670,398,933.788,5880,10000,2918,393,973.073,5880,10000,2918,393,973.089,7488,9992,9087,24,2706.198,7490,10000,9087,514,2729.857,7280,9999,7800,500,1539.732,7280,9999,7800,500,1539.749
side_lg_45.dat,10000,100,100,1000,1548,470,9775,21,113.673,1548,470,9775,93,116.819,1407,336,9671,9,305.705,1705,620,9671,95,310.249,2481,845,8420,12,927.223,2481,845,8420,169,937.353,2483,911,8332,11,1257.955,2483,911,8332,180,1269.856,2027,580,8636,10,563.47,2402,890,8636,142,572.274,2254,725,8604,9,936.255,2590,1019,8604,167,947.039
uniform_11.dat,10000,100,100,1000,3075,2333,9773,46,402.581,3075,2333,9773,184,415.121,2508,1442,9732,14,454.003,4061,4364,9732,173,465.792,4305,3485,8478,28,2757.434,4305,3485,8478,287,2776.8,4296,3739,8055,24,3599.254,4296,3739,8055,305,3623.439,3517,2326,9392,20,1306.12,4747,4852,9392,245,1326.724,3526,2571,8641,20,2086.905,4744,4849,8641,258,2146.182
uniform_39.dat,10000,100,100,1000,3018,2222,9782,36,701.717,3018,2222,9782,179,715.624,2729,1476,9712,13,618.503,4405,4314,9712,180,629.404,4219,3570,8630,22,2741.293,4219,3570,8630,281,2760.477,4192,3863,8219,20,2983.732,4192,3863,8219,303,3006.311,3091,2095,9127,15,1278.732,4441,4547,9127,216,1294.081,3661,2775,8614,21,2813.033,4338,4295,8614,259,2832.346
uniform_38.dat,10000,100,100,1000,3440,2508,9715,41,467.225,3440,2508,9715,197,476.899,2819,1625,9689,19,460.082,4304,4594,9689,188,472.256,4423,3681,8909,22,2469.521,4423,3681,8909,294,2489.804,4311,3778,8225,20,3105.081,4311,3778,8225,300,3127.676,3418,2301,9363,20,1096.038,4660,4964,9363,233,1112.892,3578,2523,8903,22,1899.57,4654,4817,8903,246,1918.525
uniform_10.dat,10000,100,100,1000,3405,2463,9751,37,404.839,3405,2463,9751,190,413.062,3043,1681,9793,13,407.441,4375,4092,9793,191,417.083,4893,4101,8960,19,2966.696,4893,4101,8960,322,2987.376,4800,4289,8354,15,3658.063,4800,4289,8354,331,3681.288,3545,2257,9629,15,1264.889,4730,4351,9629,234,1286.159,4321,3273,9055,16,2897.745,4990,4774,9055,297,2918.486
side_lg_44.dat,10000,100,100,1000,1906,585,9806,21,94.894,1906,585,9806,107,97.305,2030,553,9726,12,159.765,2479,905,9726,132,164.823,3037,1050,8802,13,978.756,3037,1050,8802,203,989.243,3001,1077,8463,12,1272.066,3001,1077,8463,207,1284.177,2552,754,8933,12,555.779,2818,1005,8933,169,564.339,2720,864,8613,11,995.23,2976,1106,8613,186,1005.858
weight_lg_12.dat,10000,100,100,1000,7450,10000,9310,299,1146.204,7450,10000,9310,399,1151.147,7145,9052,9796,30,2513.426,7309,9999,9796,484,2538.803,6660,10000,4958,397,850.921,6660,10000,4958,397,850.936,5802,10000,3050,398,888.485,5802,10000,3050,398,888.501,7503,10000,9299,31,2446.9,7503,10000,9299,509,2468.274,7196,10000,7855,496,1320.496,7196,10000,7855,496,1320.514
weight_sm_10.dat,10000,100,100,1000,2898,4209,9644,34,446.886,2898,4209,9644,174,457.351,2582,3331,9642,7,475.937,4577,9998,9642,187,490.036,4333,6985,8675,15,2491.864,4333,6985,8675,287,2510.825,4296,7430,8303,13,2936.209,4296,7430,8303,302,2958.612,2972,3656,9238,10,878.145,4755,9588,9238,209,893.414,3385,4790,8538,10,1663.251,4843,9466,8538,245,1681.539
side_sm_46.dat,10000,100,100,1000,1515,1027,9726,19,101.899,1515,1027,9726,91,104.69,1548,911,9571,10,167.296,2363,2201,9571,110,172.361,2593,2100,8333,12,978.465,2593,2100,8333,178,989.797,2499,2163,7618,11,1408.514,2499,2163,7618,181,1423.243,1914,1126,9292,14,312.691,2774,2400,9292,135,318.086,2176,1421,8711,13,723.032,2977,2674,8711,158,732.26
weight_sm_38.dat,10000,100,100,1000,3626,5918,9818,47,474.079,3626,5918,9818,223,486.817,2733,3541,9442,14,511.443,4651,9873,9442,190,524.18,4607,7644,9246,31,2663.992,4607,7644,9246,303,2682.998,4525,7985,8531,27,3169.669,4525,7985,8531,314,3191.545,3414,4527,9383,21,1004.205,5009,9886,9383,233,1019.439,3708,5583,8590,20,2132.328,5051,9703,8590,264,2150.65
side_sm_44.dat,10000,100,100,1000,1655,1142,9773,15,121.222,1655,1142,9773,97,124.654,1781,1080,9711,6,165.233,2234,2175,9711,119,171.174,2829,2334,8501,5,1034.887,2829,2334,8501,190,1047.085,2807,2434,8165,4,1263.166,2807,2434,8165,198,1277.145,2257,1583,9175,4,428.065,2676,2583,9175,160,437.045,2415,1657,8603,5,870.529,2762,2548,8603,168,881.145
weight_sm_12.dat,10000,100,100,1000,3320,4546,9648,54,450.936,3320,4546,9648,189,460.058,2807,3245,9772,9,471.513,4722,9117,9772,191,482.187,4571,7032,8622,18,2979.872,4571,7032,8622,296,2997.832,4523,7451,8352,14,3175.823,4523,7451,8352,317,3198.326,3656,4849,9266,11,1251.982,5142,10000,9266,253,1269.987,3828,5536,9068,12,2406.429,5213,9996,9068,275,2426.614
weight_lg_38.dat,10000,100,100,1000,7606,10000,9300,252,1342.55,7606,10000,9300,416,1352.531,6919,8601,9627,31,4276.581,7524,10000,9627,492,4305.129,7056,10000,6035,422,2598.671,7056,10000,6035,422,2598.688,6270,10000,4102,421,1211.694,6270,10000,4102,421,1211.718,7323,9955,9492,34,4934.552,8092,9999,9492,534,4968.105,7446,9991,8727,32,3218.793,7451,9999,8727,528,3239.051
weight_lg_10.dat,10000,100,100,1000,7410,10000,9441,275,2822.025,7410,10000,9441,392,2945.178,7025,9210,9489,25,3816.307,7380,9999,9489,505,3858.631,6628,10000,4524,404,1143.353,6628,10000,4524,404,1143.372,5798,10000,2774,402,1196.675,5798,10000,2774,402,1196.696,7670,9994,9251,28,2912.9,7672,10000,9251,522,2933.863,7001,10000,6733,498,1357.595,7001,10000,6733,498,1357.613
side_lg_46.dat,10000,100,100,1000,1634,509,9809,11,101.566,1634,509,9809,107,105.458,1670,375,9726,5,150.579,2196,867,9726,115,155.414,2785,980,8873,6,900.014,2785,980,8873,195,909.653,2742,1031,8426,4,1312.89,2742,1031,8426,205,1326.224,2347,773,8953,5,589.925,2674,1065,8953,178,600.782,2458,822,8508,4,1205.648,2757,1100,8508,188,1218.163
uniform_12.dat,10000,100,100,1000,2891,2163,9669,37,421.027,2891,2163,9669,167,429.359,2749,1746,9718,7,484.282,4572,4690,9718,190,496.442,4343,3765,8967,17,2843.591,4343,3765,8967,300,2869.467,4302,4007,8710,12,3540.425,4302,4007,8710,321,3566.325,3302,2675,9161,10,1293.136,4882,5219,9161,254,1318.153,3597,2871,8799,10,2501.959,4975,5187,8799,273,2525.67
uniform_13.dat,10000,100,100,1000,2896,2165,9871,36,293.27,2896,2165,9871,170,301.516,2618,1502,9789,11,403.326,4286,4157,9789,175,413.781,4447,3670,8910,15,2640.98,4447,3670,8910,297,2661.262,4412,3950,8712,13,3159.124,4412,3950,8712,317,3184.478,3351,2293,9360,15,1030.941,4440,4539,9360,229,1047.383,3830,2841,9130,15,2891.846,4866,4474,9130,270,2922.549
side_lg_47.dat,10000,100,100,1000,1407,401,9672,18,81.918,1407,401,9672,81,84.09,1451,339,9635,6,130.838,1949,713,9635,99,134.774,2654,866,8526,8,927.284,2654,866,8526,177,937.626,2645,921,8441,8,1182.657,2645,921,8441,189,1195.072,2163,586,8515,9,601.799,2548,919,8515,148,611.015,2331,687,7952,6,1052.17,2757,989,7952,168,1066.274
weight_lg_11.dat,10000,100,100,1000,7583,10000,9372,285,1427.178,7583,10000,9372,409,1434.461,7154,9030,9502,28,2639.848,7431,10000,9502,496,2668.292,6940,10000,5588,410,895.408,6940,10000,5588,410,895.424,6295,10000,3985,420,1690.585,6295,10000,3985,420,1690.603,7385,9972,9137,26,4488.243,7401,9999,9137,525,4523.094,7446,9997,8647,513,2213.21,7446,9997,8647,522,2213.695
weight_lg_39.dat,10000,100,100,1000,7744,10000,9167,316,1402.374,7744,10000,9167,405,1407.223,6984,8310,9348,25,3114.51,7595,9998,9348,472,3140.208,7160,10000,5488,417,974.275,7160,10000,5488,417,974.291,6191,10000,3463,412,1046.333,6191,10000,3463,412,1046.35,7796,9994,9109,27,3679.82,7797,9999,9109,519,3712.936,7560,10000,7875,507,1457.749,7560,10000,7875,507,1457.766
weight_sm_13.dat,10000,100,100,1000,3091,4530,9663,37,439.038,3091,4530,9663,185,450.019,3100,3387,9813,16,383.024,4877,9655,9813,205,393.758,4726,7621,8514,18,2895.989,4726,7621,8514,314,2917.225,4756,7929,8543,16,3862.64,4756,7929,8543,325,3888.438,3486,4480,8763,17,1254.386,5091,10000,8763,242,1272.069,3839,5068,8752,15,2087.709,5301,10000,8752,270,2108.563
side_sm_45.dat,10000,100,100,1000,1880,1362,9785,20,118.207,1880,1362,9785,113,121.634,1602,1065,9566,6,161.837,2112,1986,9566,114,167.633,2925,2349,8772,11,980.949,2925,2349,8772,197,991.118,2870,2447,8177,8,1578.588,2870,2447,8177,203,1593.257,2164,1452,8975,6,482.55,2847,2813,8975,155,491.471,2547,1853,7806,7,1275.794,2976,2718,7806,183,1290.923
side_sm_22.dat,10000,100,100,1000,1723,1278,9743,22,105.348,1723,1278,9743,104,108.778,1674,1041,9775,9,122.424,2084,1886,9775,111,126.776,2849,2465,8478,13,1065.611,2849,2465,8478,193,1077.778,2815,2605,8045,9,1468.003,2815,2605,8045,204,1484.686,2189,1530,9123,11,370.909,2711,2560,9123,153,378.604,2453,1986,8577,10,878.676,2801,2632,8577,179,890.695
side_sm_36.dat,10000,100,100,1000,1831,1457,9743,19,134.059,1831,1457,9743,115,138.431,1817,1334,9780,8,157.909,2491,2542,9780,130,164.026,2797,2512,8726,9,1022.777,2797,2512,8726,197,1034.607,2730,2524,7974,8,1445.231,2730,2524,7974,199,1461.045,1975,1547,8671,8,545.569,2552,2765,8671,147,556.949,2307,1909,8302,7,993.366,2751,2875,8302,175,1007.541
weight_sm_48.dat,10000,100,100,1000,3429,4524,9623,69,539.741,3429,4524,9623,194,548.782,2895,2961,9757,21,434.55,4598,8640,9757,188,444.349,4545,7309,8563,27,2786.606,4545,7309,8563,301,2806.282,4557,7763,8599,25,3528.596,4557,7763,8599,319,3551.864,3493,4263,9330,25,1351.677,5036,9998,9330,235,1393.131,3651,5324,8647,24,2025.762,4971,10000,8647,262,2044.77
side_lg_34.dat,10000,100,100,1000,1593,457,9825,10,128.871,1593,457,9825,94,131.709,1635,396,9796,9,138.409,1836,598,9796,107,142.378,2789,952,8238,8,1594.25,2789,952,8238,187,1607.422,2746,984,7691,4,1962.126,2746,984,7691,193,1980.739,2276,667,8667,6,729.313,2766,1065,8667,162,741.593,2508,767,8486,5,1183.74,2845,1060,8486,176,1194.235
side_lg_20.dat,10000,100,100,1000,1781,571,9787,16,132.054,1781,571,9787,110,136.355,1533,367,9799,9,107.764,1797,642,9799,100,111.514,2706,938,8482,10,1024.311,2706,938,8482,185,1037.012,2609,987,7899,7,1901.761,2609,987,7899,192,1917.676,2353,755,8861,9,937.643,2584,964,8861,165,951.114,2402,753,8407,8,1127.393,2690,996,8407,172,1143.326
uniform_48.dat,10000,100,100,1000,2774,1842,9703,35,404.293,2775,1851,9703,151,410.434,2479,1177,9647,4,615.613,4923,5038,9647,164,640.697,4492,3571,8637,15,3186.264,4492,3571,8637,284,3205.123,4487,3761,8467,13,4206.102,4487,3761,8467,305,4232.278,3227,2141,9158,6,1480.032,5121,5532,9158,228,1497.686,3755,2571,8560,10,3653.521,5333,5418,8560,261,3676.291
uniform_49.dat,10000,100,100,1000,3536,2627,9715,32,998.708,3536,2627,9715,204,1016.629,3041,1816,9708,12,556.509,5165,5336,9708,202,569.12,4775,3975,8644,16,5493.197,4775,3975,8644,311,5514.869,4768,4146,8427,13,3707.276,4768,4146,8427,328,3737.655,3419,2272,9289,11,1657.448,5537,5653,9289,236,1674.235,4064,3073,8353,11,2445.689,5381,5145,8353,290,2467.423
side_lg_21.dat,10000,100,100,1000,1335,425,9797,15,95.77,1335,425,9797,81,98.416,1426,363,9757,9,141.732,1890,719,9757,98,147.585,2634,912,8252,6,1010.642,2634,912,8252,177,1022.422,2645,957,8206,5,1197.366,2645,957,8206,186,1210.231,2097,584,9089,7,411.728,2466,904,9089,142,418.683,2396,749,8421,6,882.446,2649,1006,8421,169,893.45
side_lg_35.dat,10000,100,100,1000,1847,614,9789,23,120.765,1847,614,9789,114,125.108,1812,502,9813,11,136.123,2109,765,9813,118,140.913,2784,970,8359,11,967.061,2784,970,8359,184,978.567,2792,1007,8306,9,1403.295,2792,1007,8306,190,1416.018,2214,631,8843,12,477.549,2720,981,8843,150,485.805,2499,817,8561,9,859.151,2936,1126,8561,176,870.341
weight_sm_49.dat,10000,100,100,1000,3653,5016,9767,48,488.814,3653,5016,9767,204,498.965,3113,3067,9656,15,506.141,5052,10000,9656,196,516.693,4876,7709,8865,31,2904.734,4876,7709,8865,306,2925.059,4796,7914,8403,23,3347.783,4796,7914,8403,317,3369.398,3697,4938,9199,16,1246.685,5169,9999,9199,249,1263.056,4119,5909,9024,18,2847.995,5431,10000,9024,286,2867.753
side_sm_37.dat,10000,100,100,1000,1775,1384,9608,20,140.986,1775,1384,9608,107,144.891,1523,900,9692,7,133.114,2106,2129,9692,102,137.267,2742,2349,8954,11,743.262,2742,2349,8954,183,751.617,2699,2444,8334,8,1180.458,2699,2444,8334,190,1193.444,1820,1274,8805,9,437.554,2281,2352,8805,129,446.459,2233,1611,8418,9,1244.701,2844,2868,8418,160,1255.5
side_sm_23.dat,10000,100,100,1000,1548,1291,9766,20,110.877,1548,1291,9766,99,114.817,1620,856,9738,8,154.655,2388,2265,9738,111,159.375,2509,2038,8217,15,964.469,2509,2038,8217,165,974.721,2509,2158,8102,13,1340.198,2509,2158,8102,175,1383.999,1944,1371,9271,9,1020.017,2585,2680,9271,142,1029.981,2053,1511,8495,8,736.522,2632,2622,8495,152,746.768
side_sm_35.dat,10000,100,100,1000,1912,1205,9638,26,151.057,1912,1205,9638,108,155.47,1579,862,9688,8,127.568,2286,1832,9688,105,131.927,2944,2209,8193,20,1158.493,2944,2209,8193,189,1170.298,2929,2305,7988,17,1452.161,2929,2305,7988,197,1465.746,2291,1486,8785,14,488.341,2817,2469,8785,159,498.025,2674,1835,8531,16,980.011,3078,2689,8531,185,991.89
side_sm_21.dat,10000,100,100,1000,1680,1465,9647,20,126.232,1680,1465,9647,106,130.151,1631,1365,9700,6,165.506,1989,2240,9700,119,172.04,2604,2326,8163,10,1003.2,2604,2326,8163,176,1014.206,2587,2600,8154,9,1283.576,2587,2600,8154,193,1297.388,1784,1436,8824,7,341.37,2243,2360,8824,129,348.962,2311,2010,8670,9,746.414,2775,2920,8670,173,757.681
side_lg_23.dat,10000,100,100,1000,1739,546,9782,19,141.352,1739,546,9782,108,145.375,1223,268,9861,10,66.255,1638,554,9861,77,68.318,2470,869,8357,10,901.277,2470,869,8357,171,912.653,2368,847,7364,10,1221.225,2368,847,7364,166,1234.73,1902,526,8773,13,451.347,2337,848,8773,135,459.686,2079,620,8423,13,788.963,2420,878,8423,150,799.202
side_lg_37.dat,10000,100,100,1000,1587,413,9607,18,126.475,1587,413,9607,88,129.076,1738,343,9589,10,153.168,2165,720,9589,105,156.921,2995,918,8381,12,1192.642,2995,918,8381,196,1204.725,2993,949,8139,10,1413.378,2993,949,8139,200,1428.176,2338,552,8850,10,559.218,2877,973,8850,149,566.868,2783,789,8383,9,1103.697,3117,1062,8383,187,1115.849
weight_lg_49.dat,10000,100,100,1000,7396,10000,9324,265,1670.468,7396,10000,9324,400,1678.232,6643,8096,9412,26,2580.766,7373,9999,9412,463,2607.711,6762,10000,5111,408,931.92,6762,10000,5111,408,931.936,6020,10000,3440,404,1138.784,6020,10000,3440,404,1138.8,7484,9985,9242,28,4075.437,7536,9992,9242,514,4103.594,7362,10000,8474,510,1385.406,7362,10000,8474,510,1385.424
weight_lg_48.dat,10000,100,100,1000,7395,10000,9383,270,1466.916,7395,10000,9383,399,1473.862,6723,8549,9576,35,2553.678,7292,10000,9576,462,2578.423,6746,10000,5303,404,825.418,6746,10000,5303,404,825.434,5756,10000,3237,392,860.042,5756,10000,3237,392,860.058,7471,9979,9377,36,2949.143,7491,9999,9377,505,2972.217,7177,10000,8048,494,1540.948,7177,10000,8048,494,1540.966
side_lg_36.dat,10000,100,100,1000,1973,625,9699,21,163.996,1973,625,9699,126,169.412,1612,436,9725,8,169.391,2025,779,9725,116,175.15,2756,966,8286,12,1170.239,2756,966,8286,198,1184.185,2686,957,7762,11,1597.934,2686,957,7762,202,1615.274,2175,615,8966,8,504.271,2832,1128,8966,162,513.495,2404,767,8433,8,1086.261,2899,1118,8433,186,1099.877
side_lg_22.dat,10000,100,100,1000,1700,486,9734,21,113.394,1700,486,9734,99,116.559,1695,409,9791,10,119.066,2081,726,9791,108,122.807,3031,1029,8601,11,1116.583,3031,1029,8601,203,1129.261,3036,1069,8600,9,1302.142,3036,1069,8600,213,1315.538,2557,703,9221,13,490.681,2985,1078,9221,173,498.947,2693,846,8188,10,1200.288,3007,1122,8188,194,1215.247
side_sm_20.dat,10000,100,100,1000,1924,1631,9566,24,163.229,1924,1631,9566,123,168.546,1539,1251,9726,7,123.081,2015,2097,9726,118,129.374,2791,2677,8636,18,974.77,2791,2677,8636,198,986.275,2812,2758,8573,13,1155.638,2812,2758,8573,207,1167.709,2015,1661,9070,9,409.808,2558,2656,9070,156,419.342,2322,1960,8254,9,1034.256,2847,2875,8254,181,1048.261
side_sm_34.dat,10000,100,100,1000,1717,1203,9648,19,122.195,1717,1203,9648,103,125.81,1621,881,9720,4,138.934,2472,2166,9720,109,143.005,2619,2169,8727,11,774.033,2619,2169,8727,170,782.404,2589,2231,8274,10,1084.473,2589,2231,8274,175,1095.344,2046,1347,8448,9,497.406,2838,2590,8448,142,506.687,2227,1570,8315,9,812.504,3017,2751,8315,158,823.288
side_sm_18.dat,10000,100,100,1000,1489,966,9716,24,100.817,1489,966,9716,91,103.67,1622,912,9786,10,133.502,2025,1688,9786,111,137.626,2899,2321,8677,16,980.481,2899,2321,8677,198,991.559,2888,2311,8496,15,1213.804,2888,2311,8496,199,1225.612,2020,1229,8909,12,431.124,2638,2482,8909,141,439.47,2607,1816,8802,15,841.441,2892,2536,8802,182,851.314
side_sm_30.dat,10000,100,100,1000,1364,1154,9700,17,100.072,1364,1154,9700,86,103.276,1411,982,9668,8,135.51,2174,2213,9668,102,140.233,2572,2352,8367,13,996.198,2572,2352,8367,180,1009.275,2518,2431,7870,10,1281.455,2518,2431,7870,186,1297.776,1783,1276,8911,10,342.829,2629,2778,8911,130,351.065,2151,1725,8024,9,962.709,2889,3074,8024,161,977.067
side_sm_24.dat,10000,100,100,1000,1903,1561,9496,20,201.51,1903,1561,9496,132,208.988,1865,1044,9583,8,184.056,2512,2267,9583,131,189.638,2818,2493,8822,14,999.52,2818,2493,8822,205,1011.999,2790,2555,8425,12,1344.674,2790,2555,8425,210,1358.666,2242,1457,8424,10,610.242,2900,2634,8424,163,621.075,2434,1776,8792,12,809.514,2906,2745,8792,183,820.305
side_lg_26.dat,10000,100,100,1000,1537,378,9775,19,92.428,1537,378,9775,86,94.838,1648,327,9734,12,140.387,2047,633,9734,103,144.318,2664,834,8322,11,999.103,2664,834,8322,176,1014.043,2616,842,7921,11,1266.014,2616,842,7921,182,1280.075,2185,581,8999,14,480.381,2605,919,8999,152,488.764,2399,691,8114,11,1063.901,2733,979,8114,171,1077.245
side_lg_32.dat,10000,100,100,1000,1567,501,9871,12,79.91,1567,501,9871,91,82.138,1408,312,9692,8,107.268,1803,680,9692,88,110.243,2770,941,8606,4,934.498,2770,941,8606,182,944.769,2708,942,8046,3,1299.238,2708,942,8046,185,1311.939,2090,568,8953,5,447.269,2586,1024,8953,139,454.622,2403,753,7910,4,1094.639,2768,1014,7910,170,1108.093
side_lg_33.dat,10000,100,100,1000,2201,724,9745,23,162.407,2201,724,9745,135,167.577,1662,458,9687,11,139.248,2109,790,9687,111,143.943,2888,996,8572,17,1037.038,2888,996,8572,195,1048.588,2845,1011,8131,15,1340.054,2845,1011,8131,197,1353.701,2249,720,8780,11,588.496,2670,1005,8780,163,599.342,2617,856,8463,11,1036.652,2894,1039,8463,183,1048.347
side_lg_27.dat,10000,100,100,1000,1862,557,9694,28,142.226,1862,557,9694,109,146.149,1646,467,9410,10,170.394,1766,624,9410,112,176.725,2753,947,8370,19,1050.051,2753,947,8370,187,1062.122,2700,991,8066,17,1366.901,2700,991,8066,195,1381.543,2345,670,8732,13,544.858,2574,886,8732,159,554.152,2492,780,8560,14,923.744,2808,1053,8560,180,935.404
side_sm_25.dat,10000,100,100,1000,2011,1475,9609,18,200.856,2011,1475,9609,126,207.165,1663,981,9676,7,156.768,2018,1838,9676,114,161.247,2621,2140,8626,13,925.914,2621,2140,8626,180,936.653,2590,2176,8253,12,1183.778,2590,2176,8253,184,1195.833,1963,1290,8786,8,453.977,2583,2390,8786,140,463.092,2278,1619,8515,9,858.876,2761,2645,8515,167,870.102
side_sm_31.dat,10000,100,100,1000,1770,1301,9787,16,109.63,1770,1301,9787,105,112.96,1740,1114,9673,8,156.84,2118,1892,9673,117,162.175,2882,2567,8042,12,1293.584,2882,2567,8042,198,1307.874,2914,2708,8220,12,1542.951,2914,2708,8220,208,1557.799,2214,1532,9214,10,360.934,2771,2600,9214,153,368.376,2418,1914,8519,9,938.185,3049,3052,8519,178,950.636
side_sm_19.dat,10000,100,100,1000,1656,1203,9774,19,109.059,1656,1203,9774,95,111.974,1578,794,9775,9,102.955,2148,1874,9775,95,105.685,2897,2315,8466,10,1078.388,2897,2315,8466,189,1089.561,2932,2552,8543,8,1242.484,2932,2552,8543,205,1256.134,2208,1404,9124,10,373.771,2702,2447,9124,144,380.782,2491,1785,8666,9,773.901,2883,2646,8666,169,783.969
side_sm_27.dat,10000,100,100,1000,1889,1462,9884,16,82.817,1889,1462,9884,111,85.507,2099,1440,9661,8,186.751,2497,2272,9661,138,193.068,3043,2653,8377,9,1182.669,3043,2653,8377,202,1194.691,3008,2745,8132,8,1518.391,3008,2745,8132,210,1533.182,2567,1857,9303,8,406.601,2867,2605,9303,172,413.81,2747,2198,8212,8,1148.984,3031,2825,8212,192,1162.549
side_sm_33.dat,10000,100,100,1000,2030,1540,9707,22,152.896,2030,1540,9707,128,158.122,1615,888,9708,11,142.806,1972,1649,9708,108,147.231,2831,2516,8637,12,982.732,2831,2516,8637,200,995.504,2756,2472,7919,12,1476.246,2756,2472,7919,197,1491.441,2352,1817,9156,10,448.894,2732,2597,9156,171,457.923,2453,1988,8174,11,952.588,2697,2494,8174,180,966.046
side_lg_19.dat,10000,100,100,1000,1742,586,9763,18,112.331,1742,586,9763,111,116.112,1866,553,9657,10,162.349,2199,837,9657,129,168.165,2752,983,8373,9,1066.106,2752,983,8373,190,1077.989,2719,1056,8008,7,1478.069,2719,1056,8008,202,1493.532,2466,780,8820,9,565.895,2677,1028,8820,173,575.432,2524,808,8381,8,1237.422,2725,999,8381,179,1249.15
side_lg_31.dat,10000,100,100,1000,1713,484,9745,24,94.68,1713,484,9745,98,97.384,1814,439,9752,11,140.054,2167,728,9752,115,144.365,3008,992,8705,16,1011.602,3008,992,8705,201,1022.504,2963,998,8278,15,1418.469,2963,998,8278,201,1431.638,2421,658,9350,14,442.462,2817,961,9350,164,449.524,2658,814,8414,14,1105.263,2872,1004,8414,185,1119.219
